"","CODVENTA","DESCRIPCION"
"693","RO0131153","Maasdam"
"694","RO0131154","Tinto Gran Reserva 82"
"695","RO0131155","Riesling Spätlese 98"
"696","RO0131155","Brut Chardonnay Blanc de Blancs"
"697","RO0131155","Mature Cheddar"
"698","RO0131155","Tinto Gran Reserva 82"
"699","RO0131155","Merlot 98"
"700","RO0131156","Brut de Brut"
"701","RO0131157","Chardonnay 98"
"702","RO0131157","Manzanilla"
"703","RO0131157","Cabernet Sauvignon 96"
"704","RO0131157","Brut Rosé"
"705","RO0131158","Syrah 96"
"706","RO0131158","Cabernet Sauvignon-Shiraz 98"
"707","RO0131159","Camembert"
"708","RO0131159","Cabernet Sauvignon 96"
"709","RO0131160","Raclette"
"710","RO0131161","Tiramisú"
"711","RO0131162","Chardonnay 97"
"712","RO0131162","Brut Reserva"
"713","RO0131163","Manchego"
"714","RO0131164","Brut Reserva"
"715","RO0131164","Bordeaux 97"
"716","RO0131164","Camembert"
"717","RO0131164","Tinto Reserva 94"
"718","RO0131165","Bourgogne Rouge 97"
"719","RO0131165","Mature Cheddar"
"720","RO0131166","Syrah 96"
"721","RO0131166","Bourgogne Rouge 97"
"722","RO0131166","Danish Crumbly Blue"
"723","RO0131167","Manchego"
"724","RO0131167","Chocolate Bars"
"725","RO0131168","Pecorino Toscano"
"726","RO0131168","Provolone"
"727","RO0131168","Chesire"
"728","RO0131169","Maasdam"
"729","RO0131169","Mature Cheddar"
"730","RO0131169","Sage Derby"
"731","RO0131170","White Panforte"
"732","RO0131170","Bordeaux 88"
"733","RO0131170","Tinto Gran Reserva 91"
"734","RO0131171","Goat Gouda"
"735","RO0131171","Zinfandel 98"
"736","RO0131171","Idiazabal"
"737","RO0131172","Gorgonzola Dolce"
"738","RO0131172","Scotch Whiskey 15 años"
"739","RO0131173","Manchego"
"740","RO0131173","Cabernet Sauvignon-Shiraz 98"
"741","RO0131173","Chablis Chardonnay 97/98"
"742","RO0131174","Mature Cheddar"
"743","RO0131174","Merlot 99"
"744","RO0131174","Yalumba Grenache 97"
"745","RO0131174","Brut Chardonnay Blanc de Blancs"
"746","RO0131174","French Brie"
"747","RO0131175","Doux de Montagne"
"748","RO0131175","Brut Chardonnay Blanc de Blancs"
"749","RO0131175","Scotch Whiskey 18 años"
"750","RO0196608","Chocolate Bars"
"751","RO0196609","Bourgogne Pinot Noir 97"
"752","RO0196609","Scotch Whiskey 18 años"
"753","RO0196610","Chimay Trappiste with Beer"
"754","RO0196610","Brut Chardonnay Blanc de Blancs"
"755","RO0196610","Merlot 99"
"756","RO0196610","Merlot 99"
"757","RO0196610","Maasdam"
"758","RO0196611","Scotch Whiskey 15 años"
"759","RO0196612","Chardonnay 97"
"760","RO0196612","Ultra-Brut"
"761","RO0196612","Tinto Gran Reserva 91"
"762","RO0196612","Shiraz 97"
"763","RO0196612","Brut Chardonnay Blanc de Blancs"
"764","RO0196613","Tiramisú"
"765","RO0196613","Mature Blue Stilton"
"766","RO0196613","Brutti e Buoni"
"767","RO0196613","Scotch Whiskey 15 años"
"768","RO0196614","Tiramisú"
"769","RO0196614","Mature Cheddar"
"770","RO0196615","Mature Cheddar"
"771","RO0196616","White Panforte"
"772","RO0196616","Brut Chardonnay Blanc de Blancs"
"773","RO0196616","Mature Cheddar"
"774","RO0196616","Parmigiano Reggiano"
"775","RO0196617","Tiramisú"
"776","RO0196617","Tinto Reserva 94"
"777","RO0196617","Brut Premier Cru"
"778","RO0196618","Tinto Reserva 95/96"
"779","RO0196619","Cabernet Merlot 97"
"780","RO0196619","Riesling Spätlese 98"
"781","RO0196619","Merlot 97"
"782","RO0196620","Cabernet Sauvignon 98"
"783","RO0196620","Mature Cheddar"
"784","RO0196620","Cabernet Sauvignon 98"
"785","RO0196620","Tinto Reserva 95"
"786","RO0196620","Bourgogne Pinot Noir 98"
"787","RO0196621","Layden Gin"
"788","RO0196621","Merlot 97"
"789","RO0196621","Tinto Crianza 96"
"790","RO0196621","Chablis Chardonnay 98"
"791","RO0196622","Pecorino"
"792","RO0196622","Manchego"
"793","RO0196622","Chardonnay 98"
"794","RO0196623","Extra Aged Gouda"
"795","RO0196623","Bordeaux 97"
"796","RO0196624","Merlot 97"
"797","RO0196624","Tinto Gran Reserva 91"
"798","RO0196624","Chablis Chardonnay 98"
"799","RO0196625","Camembert"
"800","RO0196625","Manchego"
"801","RO0196626","Scotch Whiskey 15 años"
"802","RO0196626","Mature Cheddar"
"803","RO0196627","Tomme de Savoie"
"804","RO0196627","Idiazabal"
"805","RO0196628","Parmigiano Reggiano"
"806","RO0196628","Tiramisú"
"807","RO0196629","Mature Cheddar"
"808","RO0196630","Tinto Gran Reserva 91"
"809","RO0196630","Merlot 99"
"810","RO0196630","Galettes"
"811","RO0196631","Dark Chocolate Digestives"
"812","RO0196631","Maasdam"
"813","RO0196632","Tomme de Savoie"
"814","RO0196633","Pecorino Romano"
"815","RO0196633","Tiramisú"
"816","RO0196633","Manchego"
"817","RO0196634","Bordeaux 97"
"818","RO0196634","Tinto Gran Reserva 82"
"819","RO0196634","Scotch Whiskey 18 años"
"820","RO0196635","Tinto Gran Reserva 92/94"
"821","RO0196635","Scotch Whiskey 15 años"
"822","RO0196636","Swiss Gruyere"
"823","RO0196636","Camembert"
"824","RO0196636","Brut Rosé"
"825","RO0196637","Tinto Gran Reserva 91"
"826","RO0196637","Cabernet Sauvignon 97"
"827","RO0196637","Brutti e Buoni"
"828","RO0196638","Tinto Gran Reserva 91"
"829","RO0196639","Tinto Gran Reserva 89"
"830","RO0196640","Cabernet Franc 97"
"831","RO0196641","Scotch Whiskey 18 años"
"832","RO0196642","Tinto Crianza 96"
"833","RO0196642","Cabernet Franc 97"
"834","RO0196643","Bordeaux 97"
"835","RO0196644","Camembert"
"836","RO0196644","Chardonnay 97"
"837","RO0196644","Raclette"
"838","RO0196644","Scotch Whiskey 18 años"
"839","RO0196644","Bourgogne Rouge 97"
"840","RO0196645","Chardonnay 98"
"841","RO0196645","Bourgogne Rouge 97"
"842","RO0196645","Brut Chardonnay Blanc de Blancs"
"843","RO0196645","Bordeaux 97"
"844","RO0196646","Tinto Reserva 95"
"845","RO0196647","Tinto Reserva 93"
"846","RO0196648","Mature Cheddar"
"847","RO0196649","Mature Blue Stilton"
"848","RO0196649","Brut Nature"
"849","RO0196650","Pinot Noir 97"
"850","RO0196651","Manchego"
"851","RO0196652","Extra Brut"
"852","RO0196652","Gruyère de Comté"
"853","RO0196652","Chardonnay 98"
"854","RO0196653","Tinto Reserva 93"
"855","RO0196653","Tinto Reserva 94"
"856","RO0196654","Zinfandel 97"
"857","RO0196654","Brut Chardonnay Blanc de Blancs"
"858","RO0196654","Brutti e Buoni"
"859","RO0196654","Pinot Noir 97"
"860","RO0196654","Tinto Crianza 96"
"861","RO0196655","Mature Cheddar"
"862","RO0196655","Tokay Pinot Gris 98"
"863","RO0196656","Polvorones de Estepa"
"864","RO0196657","Mature Cheddar"
"865","RO0196658","Tinto Reserva 94"
"866","RO0196658","Tiramisú"
"867","RO0196659","Tinto Reserva 95"
"868","RO0196660","Tinto Reserva 94"
"869","RO0196661","Sylvaner 96"
"870","RO0196661","Tinto Reserva 94"
"871","RO0196662","Tinto Reserva 95"
"872","RO0196662","Sylvaner 96"
"873","RO0196662","Tinto Reserva 95"
"874","RO0196663","Chardonnay 98"
"875","RO0196663","Tiramisú"
"876","RO0196664","Scotch Whiskey 15 años"
"877","RO0196664","Bordeaux 97"
"878","RO0196665","Pinot Noir 98"
"879","RO0196666","Fino"
"880","RO0196667","Tinto Gran Reserva 82"
"881","RO0196667","Chablis Chardonnay 97/98"
"882","RO0196668","Tinto Reserva 94"
"883","RO0196669","Passendale"
"884","RO0196670","Provolone"
"885","RO0196671","Asiago"
"886","RO0196671","Merlot 97"
"887","RO0196672","Brut Chardonnay Blanc de Blancs"
"888","RO0196672","Tinto Reserva 95"
"889","RO0196673","Maasdam"
"890","RO0196673","Tinto Reserva 94"
"891","RO0196673","Tinto Gran Reserva 91"
"892","RO0196673","Almendras rellenas"
"893","RO0196673","Tinto Reserva 95/96"
"894","RO0196674","Brut Nature"
"895","RO0196674","Scotch Whiskey 15 años"
"896","RO0196674","Bourgogne Rouge 97"
"897","RO0196675","Bourgogne Rouge 97"
"898","RO0196675","Tinto Gran Reserva 82"
"899","RO0196675","Riesling Spätlese 98"
"900","RO0196675","Brut Chardonnay Blanc de Blancs"
"901","RO0196676","Merlot 97"
"902","RO0196676","Ron miel"
"903","RO0196676","Mature Cheddar"
"904","RO0196676","Tinto Reserva 95/96"
"905","RO0196677","Tinto Crianza 97"
"906","RO0196677","Cream Havarti"
"907","RO0196677","Chardonnay en barrica 97"
"908","RO0196678","Chardonnay 98"
"909","RO0196678","Pinot Noir 97"
"910","RO0196678","Camembert"
"911","RO0196678","Brillant Savarin"
"912","RO0196679","Almendras rellenas"
"913","RO0196679","Chardonnay 98"
"914","RO0196680","Brutti e Buoni"
"915","RO0196680","Scotch Whiskey 18 años"
"916","RO0196681","Brut Chardonnay Blanc de Blancs"
"917","RO0196681","Abondance"
"918","RO0196681","Tinto Gran Reserva 91"
"919","RO0196681","Cabernet Sauvignon 96"
"920","RO0196682","Reserve Chardonnay 97"
"921","RO0196682","Zinfandel 96"
"922","RO0196682","Bourgogne Pinot Noir 97"
"923","RO0196682","Mozzarella di Bufala"
"924","RO0196683","Chardonnay 97"
"925","RO0196683","Tokay Pinot Gris 98"
"926","RO0196683","Chablis Chardonnay 98"
"927","RO0196684","Idiazabal"
"928","RO0196684","Cabrales"
"929","RO0196684","Manchego"
"930","RO0196684","Coulommiers"
"931","RO0196684","Tinto Reserva 94"
"932","RO0196685","Appenzeller"
"933","RO0196685","Manchego"
"934","RO0196685","White Stilton"
"935","RO0196685","Tinto Gran Reserva 91"
"936","RO0196686","Merlot 99"
"937","RO0196686","Extra Aged Gouda"
"938","RO0196686","Manchego"
"939","RO0196687","Chablis Chardonnay 97/98"
"940","RO0196688","Zinfandel 97"
"941","RO0196688","Tinto Reserva 94"
"942","RO0196689","Parmigiano Reggiano"
"943","RO0196690","Extra Brut"
"944","RO0196690","Chardonnay 98"
"945","RO0196690","Maasdam"
"946","RO0196690","Brutti e Buoni"
"947","RO0196690","Brut Chardonnay Blanc de Blancs"
"948","RO0196690","Parmigiano Reggiano"
"949","RO0196690","Tinto Reserva 94"
"950","RO0196690","Parmigiano Reggiano"
"951","RO0196691","Merlot 97"
"952","RO0196691","Manchego"
"953","RO0196691","Riesling Spätlese 98"
"954","RO0196692","Merlot 99"
"955","RO0196692","Brut Chardonnay Blanc de Blancs"
"956","RO0196693","Irish Mature Coolea"
"957","RO0196693","Maasdam"
"958","RO0196693","Tokay Pinot Gris 98"
"959","RO0196694","Mature Cheddar"
"960","RO0196694","Tiramisú"
"961","RO0196695","Chardonnay Reserve 97"
"962","RO0196695","Merlot 97"
"963","RO0196695","Syrah 96"
"964","RO0196695","Scotch Whiskey 18 años"
"965","RO0196696","Cabernet Sauvignon 96"
"966","RO0196696","Maasdam"
"967","RO0196697","Chablis Chardonnay 97"
"968","RO0196697","Scotch Whiskey 15 años"
"969","RO0196697","Cru Beaujolais 99"
"970","RO0196698","Tinto Reserva 95"
"971","RO0196698","Tinto Gran Reserva 91"
"972","RO0196699","Scotch Whiskey 15 años"
"973","RO0196699","Chablis Chardonnay 97/98"
"974","RO0196699","Cream Havarti"
"975","RO0196699","Bordeaux 97"
"976","RO0196700","Tinto Reserva 94"
"977","RO0196700","Provolone"
"978","RO0196701","Brut Chardonnay Blanc de Blancs"
"979","RO0196701","Tinto Gran Reserva 91"
"980","RO0196701","Polvorones de Estepa"
"981","RO0196702","White Stilton"
"982","RO0196702","Tinto Reserva 94"
"983","RO0196702","Gouda"
"984","RO0196703","Swiss Emmental"
"985","RO0196703","Provolone"
"986","RO0196704","Tinto Crianza 96/97"
"987","RO0196704","Parmigiano Reggiano"
"988","RO0196705","Brutti e Buoni"
"989","RO0196705","Brut Rosé"
"990","RO0196705","Tinto Reserva 94"
"991","RO0196706","Galettes"
"992","RO0196706","Tiramisú"
"993","RO0196707","Tinto Crianza 97"
"994","RO0196707","Riesling 96"
"995","RO0196707","Mozzarella di Bufala"
"996","RO0196708","Pecorino Toscano"
"997","RO0196708","Galettes"
"998","RO0196709","Chèvre"
"999","RO0196709","Tinto Reserva 94"
"1000","RO0196709","Bordeaux 88"
"1001","RO0196710","Abondance"
"1002","RO0196710","Syrah 97"
"1003","RO0196710","Mature Cheddar"
"1004","RO0196710","Bordeaux 97"
"1005","RO0196710","Brut Chardonnay Blanc de Blancs"
"1006","RO0196711","Brut Nature"
"1007","RO0196711","Cacciota"
"1008","RO0196711","Tinto Reserva 95"
"1009","RO0196711","French Brie"
"1010","RO0262144","Brut Nature"
"1011","RO0262144","Bordeaux 97"
"1012","RO0262145","Scotch Whiskey 15 años"
"1013","RO0262146","Manchego"
"1014","RO0262146","Cabernet Sauvignon 96"
"1015","RO0262146","Cabernet Franc 97"
"1016","RO0262147","Bordeaux 97"
"1017","RO0262147","Raclette"
"1018","RO0262147","Tinto Crianza 96"
"1019","RO0262148","Tinto Reserva 95"
"1020","RO0262148","Blanc de Blancs Grand Cru"
"1021","RO0262149","Scotch Whiskey 21 años"
"1022","RO0262150","Tiramisú"
"1023","RO0262151","Tinto Reserva 96"
"1024","RO0262152","Gran Brut"
"1025","RO0262153","Merlot 97"
"1026","RO0262154","Tinto Reserva 94"
"1027","RO0262154","Mahón"
"1028","RO0262155","Merlot 97"
"1029","RO0262156","Parmigiano Reggiano"
"1030","RO0262157","Scotch Whiskey 18 años"
"1031","RO0262158","Chablis Chardonnay 97/98"
"1032","RO0262159","Tinto Reserva 95"
"1033","RO0262160","Mature Cheddar"
"1034","RO0262161","Taleggio"
"1035","RO0262162","Mature Cheddar"
"1036","RO0262162","Mahón"
"1037","RO0262162","Bordeaux 97"
"1038","RO0262163","Bourgogne Pinot Noir 98"
"1039","RO0262163","Gewürztraminer 93"
"1040","RO0262164","Gouda"
"1041","RO0262164","Mountain Gorgonzola"
"1042","RO0262165","Merlot 97"
"1043","RO0262166","Tinto Reserva 93"
"1044","RO0262166","Tinto Gran Reserva 93"
"1045","RO0262167","Brut Premier Cru"
"1046","RO0262168","Tinto Gran Reserva 91"
"1047","RO0262169","Brutti e Buoni"
"1048","RO0262169","Brut Réserve"
"1049","RO0262170","Mature Cheddar"
"1050","RO0262170","Cabernet Sauvignon 96"
"1051","RO0262171","Bordeaux 88"
"1052","RO0262172","Gewürztraminer 93"
"1053","RO0262173","Semillon 99"
"1054","RO0262174","Tiramisú"
"1055","RO0262175","Cabernet Sauvignon Reserva 93"
"1056","RO0262175","Parmigiano Reggiano"
"1057","RO0262176","Leyden"
"1058","RO0262177","Cabrales"
"1059","RO0262177","Chardonnay 97"
"1060","RO0262178","Cabernet Sauvignon Reserva 93"
"1061","RO0262179","Idiazabal"
"1062","RO0262180","Chablis Chardonnay 97/98"
"1063","RO0262180","Tinto Gran Reserva 91"
"1064","RO0262180","Bordeaux 97"
"1065","RO0262181","Tinto Gran Reserva 82"
"1066","RO0262181","Bourgogne Pinot Noir 97"
"1067","RO0262182","Scotch Whiskey 15 años"
"1068","RO0262183","Bordeaux 97"
"1069","RO0262183","Riesling Spätlese 98"
"1070","RO0262184","Bourgogne Rouge 97"
"1071","RO0262184","Mature Cheddar"
"1072","RO0262184","Tinto Reserva 95/96"
"1073","RO0262184","Mascarpone"
"1074","RO0262184","Tinto Reserva 94"
"1075","RO0262184","Cabernet Sauvignon 96"
"1076","RO0262184","Scotch Whiskey 18 años"
"1077","RO0262184","Tinto Reserva 94"
"1078","RO0262185","Tinto Reserva 94"
"1079","RO0262185","Provolone"
"1080","RO0262185","Gran Reserva 94"
"1081","RO0262185","Pinot Noir 97"
"1082","RO0262185","Mature Cheddar"
"1083","RO0262186","Scotch Whiskey 18 años"
"1084","RO0262186","Parmigiano Reggiano"
"1085","RO0262186","Tinto Reserva 95"
"1086","RO0262186","Tinto Gran Reserva 91"
"1087","RO0262186","Tinto Reserva 94"
"1088","RO0262187","Brutti e Buoni"
"1089","RO0262187","Coulommiers"
"1090","RO0262188","Idiazabal"
"1091","RO0262188","Tinto Reserva 94"
"1092","RO0262188","Merlot 97"
"1093","RO0262189","Tinto Reserva 95"
"1094","RO0262189","Bordeaux 97"
"1095","RO0262190","Cabernet Sauvignon 97"
"1096","RO0262190","Pecorino"
"1097","RO0262191","Goat's Irish Boile"
"1098","RO0262192","Pinot Noir 97"
"1099","RO0262192","Maasdam"
"1100","RO0262192","Tinto Reserva 96"
"1101","RO0262193","Tinto Gran Reserva 82"
"1102","RO0262194","Ultra-Brut"
"1103","RO0262195","Tinto Gran Reserva 91"
"1104","RO0262196","Mature Cheddar"
"1105","RO0262197","Bourgogne Pinot Noir 98"
"1106","RO0262198","Bordeaux 97"
"1107","RO0262199","Scotch Whiskey 15 años"
"1108","RO0262200","Cabernet Sauvignon-Shiraz 98"
"1109","RO0262201","Turrón de Jijona"
"1110","RO0262201","Sauvignon Blanc 98"
"1111","RO0262201","Mozzarella di Bufala"
"1112","RO0262202","Manchego"
"1113","RO0262202","Swiss Emmental"
"1114","RO0262203","Scotch Whiskey 21 años"
"1115","RO0262203","Cream Havarti"
"1116","RO0262203","Fino"
"1117","RO0262203","Provolone"
"1118","RO0262203","Mature Cheddar"
"1119","RO0262203","Turrón de Jijona"
"1120","RO0262204","Brut Chardonnay Blanc de Blancs"
"1121","RO0262204","Merlot 97"
"1122","RO0262205","Brut Reserva"
"1123","RO0262205","Parmigiano Reggiano"
"1124","RO0262206","Tinto Reserva 94"
"1125","RO0262206","Cabernet Sauvignon-Shiraz 98"
"1126","RO0262207","Scotch Whiskey 15 años"
"1127","RO0262207","Parmigiano Reggiano"
"1128","RO0262208","Pecorino Toscano"
"1129","RO0262208","Lemon Puff"
"1130","RO0262209","Tinto Gran Reserva 91"
"1131","RO0262209","Bordeaux 97"
"1132","RO0262210","Provolone"
"1133","RO0262210","Tinto Gran Reserva 93"
"1134","RO0262210","Tinto Reserva 93"
"1135","RO0262210","Merlot 97"
"1136","RO0262211","Bordeaux 97"
"1137","RO0262211","Provolone"
"1138","RO0262211","Galettes"
"1139","RO0262212","Semillon 97"
"1140","RO0262213","Manzanilla"
"1141","RO0262213","Bordeaux 97"
"1142","RO0262214","Tinto Gran Reserva 91"
"1143","RO0262214","Tiramisú"
"1144","RO0262215","Tinto Reserva 95"
"1145","RO0262215","Brut Rosé"
"1146","RO0262215","Tinto Gran Reserva 91"
"1147","RO0262215","Bourgogne Pinot Noir 98"
"1148","RO0262215","Provolone"
"1149","RO0262216","Pinot Noir 97"
"1150","RO0262216","Bordeaux 97"
"1151","RO0262217","Scotch Whiskey 18 años"
"1152","RO0262217","Idiazabal"
"1153","RO0262218","Riesling Spätlese 98"
"1154","RO0262219","Grand Cordon Brut"
"1155","RO0262219","Bourgogne Pinot Noir 97"
"1156","RO0262220","Brut Chardonnay Blanc de Blancs"
"1157","RO0262220","Mozzarella di Bufala"
"1158","RO0262221","Reserve Chardonnay 97"
"1159","RO0262222","Tinto Reserva 94"
"1160","RO0262222","Manchego"
"1161","RO0262223","Mature Cheddar"
"1162","RO0262223","Cabrales"
"1163","RO0262223","Tinto Reserva 95"
"1164","RO0262223","Goat Gouda"
"1165","RO0262224","Chablis Chardonnay 97/98"
"1166","RO0262224","Provolone"
"1167","RO0262225","Brutti e Buoni"
"1168","RO0262226","Chablis Chardonnay 97/98"
"1169","RO0262227","Gruyère de Comté"
"1170","RO0262228","Maasdam"
"1171","RO0262228","Bordeaux 97"
"1172","RO0262229","Blanc de Blancs Grand Cru"
"1173","RO0262229","Tinto Gran Reserva 91"
"1174","RO0262230","Tinto Reserva 95"
"1175","RO0262231","Maasdam"
"1176","RO0262232","Fino"
"1177","RO0262233","Chablis Chardonnay 97/98"
"1178","RO0262233","Pinot Noir 98"
"1179","RO0262234","Parmigiano Reggiano"
"1180","RO0262234","Cabernet Sauvignon 98"
"1181","RO0262235","Goat Gouda"
"1182","RO0262235","Tinto Reserva 96"
"1183","RO0262236","Semillon 97"
"1184","RO0262236","Pecorino Romano"
"1185","RO0262237","Cabernet Sauvignon 96"
"1186","RO0262237","Manchego"
"1187","RO0262238","Brutti e Buoni"
"1188","RO0262238","Cabernet Merlot 97"
"1189","RO0262239","Parmigiano Reggiano"
"1190","RO0262240","Dark Chocolate Digestives"
"1191","RO0262240","Mozzarella di Bufala"
"1192","RO0262241","Cabernet Sauvignon 97"
"1193","RO0262241","Riesling 96"
"1194","RO0262242","Malbec 99"
"1195","RO0262242","Maasdam"
"1196","RO0262242","Parmigiano Reggiano"
"1197","RO0262243","Tinto Crianza 96/97"
"1198","RO0262243","Provolone"
"1199","RO0327680","Chardonnay Reserve 97"
"1200","RO0327680","Gruyère de Comté"
"1201","RO0327681","Tinto Gran Reserva 91"
"1202","RO0327681","RocheBaron Creamy Blue"
"1203","RO0327682","Bordeaux 97"
"1204","RO0327682","Cabernet Sauvignon 97"
"1205","RO0327682","Mature Cheddar"
"1206","RO0327683","Brut Reserva"
"1207","RO0327683","Tinto Reserva 94"
"1208","RO0327683","Parmigiano Reggiano"
"1209","RO0327684","Cabernet Sauvignon 97"
"1210","RO0327684","Brut Chardonnay Blanc de Blancs"
"1211","RO0327685","Tinto Reserva 94"
"1212","RO0327685","Tiramisú"
"1213","RO0327686","Chardonnay 98"
"1214","RO0327686","Tinto Reserva 94"
"1215","RO0327687","Mahón"
"1216","RO0327688","Tinto Reserva 94"
"1217","RO0327688","Bordeaux 97"
"1218","RO0327689","Scotch Whiskey 15 años"
"1219","RO0327690","Chablis Chardonnay 97/98"
"1220","RO0327691","Mozzarella di Bufala"
"1221","RO0327691","Tinto Reserva 94"
"1222","RO0327692","Camembert"
"1223","RO0327693","Turrón de Jijona"
"1224","RO0327694","Merlot 97"
"1225","RO0327695","Manchego"
"1226","RO0327695","Zinfandel 96"
"1227","RO0327696","Brut Chardonnay Blanc de Blancs"
"1228","RO0327696","Riesling Spätlese 98"
"1229","RO0327696","Brutti e Buoni"
"1230","RO0327697","Chocolate Truffle"
"1231","RO0327697","Tinto Gran Reserva 91"
