"","IMPORTETOTAL","SEXO","FORMAPAGO","ESTADOCIVIL"
"481",28.8975,"Hombre","Tarjeta de Crédito","Casado/a"
"482",61.32,"Hombre","Tarjeta Débito","Casado/a"
"483",39.5375,"Empresa","Tarjeta de Crédito",""
"484",26.57,"Empresa","Efectivo",""
"485",7.95,"Hombre","Efectivo","Divorciado/a"
"486",5.79,"Hombre","Efectivo","Divorciado/a"
"487",29.89,"Hombre","Tarjeta Débito","Divorciado/a"
"488",37.5,"Hombre","Tarjeta de Crédito","Divorciado/a"
"489",4.0625,"Hombre","Tarjeta de Crédito","Soltero/a"
"490",3.75,"Hombre","Tarjeta de Crédito","Soltero/a"
"491",27.63,"Hombre","Tarjeta Débito","Divorciado/a"
"492",26.54,"Empresa","Efectivo",""
"493",7.8125,"Empresa","Tarjeta de Crédito",""
"494",15.02,"Empresa","Tarjeta de Crédito",""
"495",4.975,"Empresa","Tarjeta Débito",""
"496",75.16,"Empresa","Tarjeta Débito",""
"497",28.225,"Empresa","Efectivo",""
"498",4.975,"Empresa","Tarjeta de Crédito",""
"499",18.245,"Hombre","Efectivo","Casado/a"
"500",12.9,"Hombre","Efectivo","Casado/a"
"501",11.12,"Hombre","Tarjeta de Crédito","Casado/a"
"502",54.6,"Hombre","Tarjeta Débito","Divorciado/a"
"503",15.02,"Mujer","Tarjeta de Crédito","Casado/a"
"504",9.5875,"Mujer","Tarjeta de Crédito","Casado/a"
"505",5.37,"Mujer","Tarjeta de Crédito","Casado/a"
"506",23.85,"Empresa","Efectivo",""
"507",59.675,"Empresa","Tarjeta Débito",""
"508",108.11,"Empresa","Efectivo",""
"509",11.25,"Empresa","Tarjeta de Crédito",""
"510",10.2,"Hombre","Tarjeta de Crédito","Casado/a"
"511",98.4725,"Hombre","Tarjeta de Crédito","Casado/a"
"512",13.8125,"Hombre","Efectivo","Casado/a"
"513",42.425,"Mujer","Tarjeta de Crédito","Divorciado/a"
"514",64.9125,"Mujer","Tarjeta de Crédito","Divorciado/a"
"515",42.88,"Hombre","Efectivo","Casado/a"
"516",46.24,"Hombre","Tarjeta Débito","Casado/a"
"517",97.25,"Hombre","Tarjeta de Crédito","Casado/a"
"518",35.75,"Hombre","Tarjeta de Crédito","Casado/a"
"519",5.5625,"Empresa","Tarjeta Débito",""
"520",3.5,"Empresa","Tarjeta de Crédito",""
"521",22.245,"Empresa","Tarjeta de Crédito",""
"522",28.25,"Empresa","Tarjeta Débito",""
"523",18.265,"Mujer","Tarjeta Débito","Casado/a"
"524",12.02,"Mujer","Tarjeta de Crédito","Casado/a"
"525",15.02,"Mujer","Efectivo","Casado/a"
"526",7.2,"Mujer","Tarjeta de Crédito","Casado/a"
"527",24.18,"Empresa","Tarjeta de Crédito",""
"528",11,"Empresa","Tarjeta de Crédito",""
"529",32.44,"Empresa","Efectivo",""
"530",16.7075,"Empresa","Tarjeta Débito",""
"531",17.28,"Hombre","Tarjeta Débito","Soltero/a"
"532",47.8125,"Hombre","Efectivo","Soltero/a"
"533",21.6825,"Hombre","Efectivo","Soltero/a"
"534",6.225,"Hombre","Tarjeta Débito","Soltero/a"
"535",8.05,"Mujer","Tarjeta Débito","Divorciado/a"
"536",11.25,"Hombre","Tarjeta Débito","Casado/a"
"537",22.94,"Empresa","Efectivo",""
"538",60.9425,"Empresa","Efectivo",""
"539",100.115,"Empresa","Efectivo",""
"540",74.84,"Empresa","Tarjeta de Crédito",""
"541",29.725,"Hombre","Tarjeta de Crédito","Divorciado/a"
"542",11.0625,"Hombre","Tarjeta de Crédito","Divorciado/a"
"543",25.35,"Hombre","Efectivo","Soltero/a"
"544",4.975,"Hombre","Efectivo","Soltero/a"
"545",19.5725,"Hombre","Efectivo","Soltero/a"
"546",6.225,"Hombre","Tarjeta de Crédito","Soltero/a"
"547",18.725,"Mujer","Efectivo","Casado/a"
"548",6.225,"Mujer","Tarjeta Débito","Casado/a"
"549",19.995,"Mujer","Tarjeta de Crédito","Divorciado/a"
"550",3.25,"Mujer","Tarjeta de Crédito","Divorciado/a"
"551",9.9,"Hombre","Tarjeta de Crédito","Soltero/a"
"552",5.5,"Hombre","Tarjeta Débito","Soltero/a"
"553",23.5,"Hombre","Tarjeta Débito","Divorciado/a"
"554",11,"Hombre","Tarjeta Débito","Divorciado/a"
"555",3.725,"Hombre","Tarjeta de Crédito","Viudo/a"
"556",9.26,"Hombre","Tarjeta de Crédito","Viudo/a"
"557",18.6,"Hombre","Efectivo","Viudo/a"
"558",23.25,"Mujer","Efectivo","Casado/a"
"559",65.21,"Mujer","Efectivo","Casado/a"
"560",44.03,"Hombre","Efectivo","Soltero/a"
"561",27.1,"Hombre","Tarjeta de Crédito","Soltero/a"
"562",15.9875,"Hombre","Tarjeta de Crédito","Soltero/a"
"563",7.87,"Hombre","Tarjeta de Crédito","Soltero/a"
"564",17.05,"Hombre","Tarjeta de Crédito","Casado/a"
"565",20.3725,"Hombre","Tarjeta de Crédito","Casado/a"
"566",16.28,"Hombre","Efectivo","Divorciado/a"
"567",17.28,"Hombre","Efectivo","Divorciado/a"
"568",24.4,"Empresa","Tarjeta de Crédito",""
"569",33.2,"Hombre","Tarjeta de Crédito","Viudo/a"
"570",44.28,"Hombre","Tarjeta de Crédito","Viudo/a"
"571",4.975,"Hombre","Tarjeta de Crédito","Viudo/a"
"572",21.5225,"Empresa","Tarjeta Débito",""
"573",49.76,"Empresa","Efectivo",""
"574",71.28,"Hombre","Tarjeta de Crédito","Casado/a"
"575",39.5375,"Hombre","Tarjeta de Crédito","Casado/a"
"576",6.75,"Hombre","Tarjeta Débito","Casado/a"
"577",16.77,"Hombre","Tarjeta de Crédito","Casado/a"
"578",41.35,"Empresa","Tarjeta Débito",""
"579",18.905,"Empresa","Efectivo",""
"580",4.0625,"Mujer","Efectivo","Casado/a"
"581",11,"Mujer","Tarjeta Débito","Casado/a"
"582",14.31,"Mujer","Efectivo","Casado/a"
"583",4.975,"Mujer","Tarjeta de Crédito","Casado/a"
"584",31.9875,"Mujer","Tarjeta de Crédito","Casado/a"
"585",32.45,"Mujer","Tarjeta de Crédito","Casado/a"
"586",7.45,"Empresa","Tarjeta de Crédito",""
"587",23.5,"Empresa","Efectivo",""
"588",16.3375,"Empresa","Tarjeta de Crédito",""
"589",12.425,"Empresa","Efectivo",""
"590",22.985,"Hombre","Tarjeta Débito","Soltero/a"
"591",32.1975,"Hombre","Efectivo","Soltero/a"
"592",15.5375,"Hombre","Tarjeta Débito","Soltero/a"
"593",15.175,"Hombre","Tarjeta Débito","Viudo/a"
"594",59.44,"Hombre","Tarjeta Débito","Casado/a"
"595",31.02,"Hombre","Tarjeta de Crédito","Casado/a"
"596",9.04,"Hombre","Efectivo","Casado/a"
"597",4.975,"Mujer","Tarjeta de Crédito","Casado/a"
"598",144.34,"Empresa","Tarjeta de Crédito",""
"599",99.68,"Empresa","Efectivo",""
"600",4.975,"Hombre","Tarjeta de Crédito","Divorciado/a"
"601",27.9,"Hombre","Efectivo","Divorciado/a"
"602",9.5875,"Hombre","Efectivo","Soltero/a"
"603",21.33,"Hombre","Tarjeta de Crédito","Soltero/a"
"604",32.195,"Hombre","Efectivo","Soltero/a"
"605",7.62,"Hombre","Tarjeta Débito","Soltero/a"
"606",22.4,"Mujer","Efectivo","Casado/a"
"607",34.64,"Mujer","Tarjeta Débito","Casado/a"
"608",9.0375,"Mujer","Tarjeta de Crédito","Divorciado/a"
"609",4.975,"Mujer","Tarjeta de Crédito","Divorciado/a"
"610",7.1875,"Hombre","Tarjeta de Crédito","Soltero/a"
"611",9.5875,"Hombre","Tarjeta Débito","Soltero/a"
"612",18.675,"Hombre","Efectivo","Divorciado/a"
"613",11.45,"Hombre","Tarjeta de Crédito","Divorciado/a"
"614",74.56,"Hombre","Tarjeta de Crédito","Divorciado/a"
"615",4.975,"Hombre","Tarjeta Débito","Viudo/a"
"616",15.02,"Hombre","Efectivo","Viudo/a"
"617",6.61,"Hombre","Tarjeta de Crédito","Viudo/a"
"618",7.1875,"Mujer","Efectivo","Soltero/a"
"619",68.245,"Mujer","Tarjeta Débito","Casado/a"
"620",41.07,"Mujer","Tarjeta de Crédito","Casado/a"
"621",20.515,"Mujer","Tarjeta de Crédito","Casado/a"
"622",35.52,"Mujer","Tarjeta de Crédito","Casado/a"
"623",41.075,"Hombre","Efectivo","Soltero/a"
"624",4.75,"Hombre","Tarjeta Débito","Soltero/a"
"625",114.8375,"Hombre","Tarjeta de Crédito","Soltero/a"
"626",21.285,"Hombre","Tarjeta de Crédito","Soltero/a"
"627",9.5875,"Hombre","Tarjeta Débito","Soltero/a"
"628",6.225,"Hombre","Tarjeta Débito","Divorciado/a"
"629",7.9,"Hombre","Efectivo","Divorciado/a"
"630",11.25,"Hombre","Tarjeta Débito","Divorciado/a"
"631",59.9,"Hombre","Efectivo","Viudo/a"
"632",18.52,"Hombre","Tarjeta de Crédito","Viudo/a"
"633",62.0825,"Hombre","Efectivo","Viudo/a"
"634",11.12,"Hombre","Tarjeta de Crédito","Viudo/a"
"635",25.0975,"Empresa","Tarjeta de Crédito",""
"636",22.0925,"Empresa","Tarjeta de Crédito",""
"637",27.9,"Hombre","Tarjeta de Crédito","Soltero/a"
"638",16.8125,"Hombre","Tarjeta de Crédito","Soltero/a"
"639",23.5,"Mujer","Tarjeta de Crédito","Casado/a"
"640",3.5,"Mujer","Tarjeta Débito","Casado/a"
"641",30.04,"Empresa","Tarjeta de Crédito",""
"642",9.95,"Empresa","Efectivo",""
"643",42.955,"Empresa","Tarjeta de Crédito",""
"644",18,"Empresa","Tarjeta Débito",""
"645",42.65,"Hombre","Tarjeta de Crédito","Casado/a"
"646",213.575,"Hombre","Efectivo","Casado/a"
"647",13.4,"Hombre","Tarjeta de Crédito","Viudo/a"
"648",15.8125,"Hombre","Tarjeta Débito","Viudo/a"
"649",15.05,"Hombre","Efectivo","Viudo/a"
"650",21.675,"Hombre","Tarjeta Débito","Viudo/a"
"651",25.745,"Hombre","Efectivo","Casado/a"
"652",9.8525,"Hombre","Tarjeta de Crédito","Casado/a"
"653",22.5,"Hombre","Tarjeta Débito","Casado/a"
"654",38.95,"Hombre","Tarjeta de Crédito","Casado/a"
"655",20.035,"Mujer","Tarjeta de Crédito","Casado/a"
"656",7.1875,"Mujer","Efectivo","Casado/a"
"657",18.6,"Empresa","Tarjeta Débito",""
"658",48.94,"Empresa","Tarjeta de Crédito",""
"659",32.6,"Hombre","Tarjeta Débito","Soltero/a"
"660",19.995,"Hombre","Efectivo","Divorciado/a"
"661",15.7,"Hombre","Efectivo","Divorciado/a"
"662",24.85,"Hombre","Tarjeta Débito","Divorciado/a"
"663",15.3125,"Hombre","Efectivo","Divorciado/a"
"664",12.5625,"Empresa","Tarjeta de Crédito",""
"665",33.1925,"Empresa","Efectivo",""
"666",43.04,"Mujer","Efectivo","Soltero/a"
"667",23.745,"Mujer","Tarjeta de Crédito","Soltero/a"
"668",10.375,"Mujer","Tarjeta de Crédito","Divorciado/a"
"669",67.8,"Mujer","Efectivo","Divorciado/a"
"670",15.9,"Mujer","Efectivo","Divorciado/a"
"671",55.78,"Mujer","Tarjeta de Crédito","Divorciado/a"
"672",3.1,"Hombre","Efectivo","Soltero/a"
"673",19.2975,"Hombre","Tarjeta de Crédito","Soltero/a"
"674",4.725,"Hombre","Tarjeta Débito","Soltero/a"
"675",15.485,"Hombre","Tarjeta Débito","Soltero/a"
"676",3.5,"Hombre","Tarjeta Débito","Divorciado/a"
"677",41.86,"Mujer","Efectivo","Soltero/a"
"678",5.5,"Hombre","Tarjeta Débito","Casado/a"
"679",3.5,"Mujer","Tarjeta Débito","Divorciado/a"
"680",4.0625,"Mujer","Tarjeta Débito","Divorciado/a"
"681",9.5875,"Hombre","Tarjeta de Crédito","Casado/a"
"682",14.235,"Hombre","Tarjeta Débito","Casado/a"
"683",9.26,"Mujer","Efectivo","Casado/a"
"684",17.1,"Mujer","Efectivo","Casado/a"
"685",102.4,"Mujer","Tarjeta de Crédito","Casado/a"
"686",27.225,"Hombre","Tarjeta de Crédito","Soltero/a"
"687",20.8375,"Mujer","Tarjeta Débito","Soltero/a"
"688",11.15,"Mujer","Tarjeta de Crédito","Soltero/a"
"689",11.25,"Mujer","Efectivo","Soltero/a"
"690",4.975,"Mujer","Tarjeta Débito","Soltero/a"
"691",9.95,"Hombre","Tarjeta de Crédito","Divorciado/a"
"692",12.68,"Hombre","Tarjeta Débito","Divorciado/a"
"693",23.5,"Hombre","Tarjeta de Crédito","Casado/a"
"694",29.345,"Hombre","Tarjeta Débito","Casado/a"
"695",5.5,"Hombre","Tarjeta de Crédito","Viudo/a"
"696",3.425,"Mujer","Tarjeta Débito","Casado/a"
"697",9.5875,"Mujer","Tarjeta de Crédito","Casado/a"
"698",5.5,"Mujer","Tarjeta Débito","Casado/a"
"699",49.85,"Empresa","Tarjeta Débito",""
"700",5.5,"Hombre","Tarjeta de Crédito","Soltero/a"
"701",6.225,"Hombre","Tarjeta de Crédito","Soltero/a"
"702",33.65,"Empresa","Tarjeta de Crédito",""
"703",4.0625,"Empresa","Efectivo",""
"704",20.6075,"Empresa","Tarjeta de Crédito",""
"705",86.05,"Empresa","Tarjeta de Crédito",""
"706",102.83,"Empresa","Tarjeta Débito",""
"707",107.9625,"Empresa","Tarjeta de Crédito",""
"708",25.27,"Mujer","Tarjeta de Crédito","Casado/a"
"709",11.25,"Mujer","Tarjeta Débito","Casado/a"
"710",27.63,"Empresa","Tarjeta Débito",""
"711",9.49,"Empresa","Efectivo",""
"712",50.4,"Hombre","Tarjeta Débito","Casado/a"
"713",35.2325,"Hombre","Efectivo","Casado/a"
"714",26.22,"Hombre","Tarjeta Débito","Viudo/a"
"715",11.725,"Hombre","Tarjeta de Crédito","Viudo/a"
"716",77.375,"Hombre","Efectivo","Viudo/a"
"717",53.33,"Hombre","Efectivo","Viudo/a"
"718",7.8125,"Mujer","Tarjeta de Crédito","Divorciado/a"
"719",38.39,"Mujer","Efectivo","Divorciado/a"
"720",34.0575,"Hombre","Tarjeta Débito","Casado/a"
"721",60.235,"Hombre","Tarjeta Débito","Casado/a"
"722",29.155,"Hombre","Tarjeta Débito","Casado/a"
"723",52.06,"Hombre","Tarjeta de Crédito","Casado/a"
"724",103.88,"Empresa","Tarjeta de Crédito",""
"725",69.165,"Empresa","Tarjeta de Crédito",""
"726",75.48,"Empresa","Tarjeta de Crédito",""
"727",77.6125,"Empresa","Tarjeta de Crédito",""
"728",15.7875,"Hombre","Efectivo","Soltero/a"
"729",47.95,"Hombre","Tarjeta de Crédito","Soltero/a"
"730",19.48,"Hombre","Tarjeta de Crédito","Divorciado/a"
"731",5.5625,"Hombre","Efectivo","Divorciado/a"
"732",59.83,"Hombre","Efectivo","Divorciado/a"
"733",12.68,"Hombre","Efectivo","Soltero/a"
"734",32.5625,"Empresa","Tarjeta de Crédito",""
"735",11.35,"Mujer","Tarjeta de Crédito","Soltero/a"
"736",26.14,"Mujer","Tarjeta de Crédito","Soltero/a"
"737",52.775,"Mujer","Efectivo","Soltero/a"
"738",38.12,"Mujer","Tarjeta de Crédito","Divorciado/a"
"739",6.225,"Mujer","Tarjeta Débito","Divorciado/a"
"740",19.5,"Mujer","Efectivo","Soltero/a"
"741",19.9,"Mujer","Tarjeta Débito","Soltero/a"
"742",14.24,"Hombre","Tarjeta de Crédito","Soltero/a"
"743",23.5,"Hombre","Tarjeta Débito","Soltero/a"
"744",6.8375,"Hombre","Tarjeta de Crédito","Soltero/a"
"745",35.1,"Hombre","Tarjeta de Crédito","Soltero/a"
"746",5.3,"Hombre","Tarjeta de Crédito","Casado/a"
"747",7.5,"Hombre","Efectivo","Casado/a"
"748",11.12,"Mujer","Tarjeta Débito","Divorciado/a"
"749",4.975,"Mujer","Efectivo","Divorciado/a"
"750",2.475,"Hombre","Efectivo","Casado/a"
"751",3.75,"Hombre","Tarjeta de Crédito","Casado/a"
"752",54.82,"Hombre","Tarjeta Débito","Casado/a"
"753",9.95,"Hombre","Tarjeta Débito","Casado/a"
"754",34.875,"Mujer","Tarjeta Débito","Casado/a"
"755",12.3,"Mujer","Tarjeta Débito","Casado/a"
"756",15.02,"Hombre","Efectivo","Soltero/a"
"757",3.5,"Hombre","Efectivo","Soltero/a"
"758",15.02,"Mujer","Efectivo","Soltero/a"
"759",5.11,"Mujer","Tarjeta Débito","Soltero/a"
"760",41.5,"Mujer","Efectivo","Soltero/a"
"761",9.9,"Mujer","Efectivo","Soltero/a"
"762",36.56,"Hombre","Efectivo","Casado/a"
"763",12.325,"Hombre","Tarjeta de Crédito","Casado/a"
"764",31.5,"Mujer","Tarjeta de Crédito","Casado/a"
"765",9.35,"Mujer","Tarjeta Débito","Casado/a"
"766",58.06,"Empresa","Tarjeta Débito",""
"767",4.0625,"Empresa","Tarjeta Débito",""
"768",30.11,"Hombre","Tarjeta de Crédito","Soltero/a"
"769",6.225,"Hombre","Tarjeta de Crédito","Soltero/a"
"770",59.025,"Empresa","Tarjeta de Crédito",""
"771",41.0875,"Empresa","Efectivo",""
"772",56.7,"Empresa","Tarjeta de Crédito",""
"773",4.0625,"Empresa","Tarjeta de Crédito",""
"774",3.725,"Hombre","Tarjeta de Crédito","Soltero/a"
"775",6.225,"Hombre","Tarjeta Débito","Soltero/a"
"776",33.675,"Hombre","Efectivo","Casado/a"
"777",5.5,"Hombre","Efectivo","Casado/a"
"778",35.19,"Hombre","Efectivo","Casado/a"
"779",63.95,"Hombre","Tarjeta de Crédito","Casado/a"
"780",3.725,"Mujer","Tarjeta Débito","Divorciado/a"
"781",3.5,"Hombre","Efectivo","Soltero/a"
"782",4.0625,"Hombre","Tarjeta de Crédito","Soltero/a"
"783",15,"Hombre","Tarjeta Débito","Casado/a"
"784",11.45,"Hombre","Efectivo","Casado/a"
"785",37.9175,"Hombre","Tarjeta de Crédito","Casado/a"
"786",23.505,"Hombre","Tarjeta de Crédito","Casado/a"
"787",5.5625,"Hombre","Tarjeta de Crédito","Soltero/a"
"788",76.85,"Hombre","Tarjeta Débito","Soltero/a"
"789",16.0975,"Mujer","Efectivo","Soltero/a"
"790",14.65,"Mujer","Efectivo","Soltero/a"
"791",34.505,"Mujer","Tarjeta de Crédito","Soltero/a"
"792",32.3,"Mujer","Tarjeta Débito","Soltero/a"
"793",11.12,"Mujer","Tarjeta de Crédito","Soltero/a"
"794",55.2875,"Mujer","Tarjeta de Crédito","Soltero/a"
"795",39.7,"Mujer","Tarjeta de Crédito","Soltero/a"
"796",30.425,"Mujer","Tarjeta de Crédito","Soltero/a"
"797",13.7,"Mujer","Tarjeta de Crédito","Soltero/a"
"798",18,"Hombre","Tarjeta Débito","Soltero/a"
"799",27.495,"Hombre","Efectivo","Casado/a"
"800",11,"Hombre","Tarjeta Débito","Casado/a"
"801",12.56,"Hombre","Efectivo","Soltero/a"
"802",15.06,"Hombre","Tarjeta Débito","Soltero/a"
"803",5.5625,"Hombre","Efectivo","Divorciado/a"
"804",23.5925,"Hombre","Tarjeta de Crédito","Soltero/a"
"805",39.61,"Hombre","Tarjeta de Crédito","Soltero/a"
"806",26.2275,"Empresa","Tarjeta Débito",""
"807",11.75,"Empresa","Tarjeta Débito",""
"808",50.22,"Empresa","Tarjeta de Crédito",""
"809",77.89,"Empresa","Efectivo",""
"810",38.1075,"Hombre","Tarjeta Débito","Casado/a"
"811",5.5625,"Hombre","Tarjeta Débito","Casado/a"
"812",46,"Hombre","Efectivo","Casado/a"
"813",11.025,"Hombre","Efectivo","Casado/a"
"814",50.605,"Hombre","Efectivo","Casado/a"
"815",25.985,"Hombre","Tarjeta Débito","Casado/a"
"816",14.5,"Empresa","Tarjeta de Crédito",""
"817",27,"Empresa","Tarjeta Débito",""
"818",22.1825,"Mujer","Efectivo","Soltero/a"
"819",27.5625,"Mujer","Tarjeta de Crédito","Soltero/a"
"820",8.275,"Mujer","Tarjeta de Crédito","Soltero/a"
"821",21.345,"Mujer","Tarjeta Débito","Casado/a"
"822",11.12,"Hombre","Efectivo","Casado/a"
"823",39.67,"Hombre","Tarjeta Débito","Casado/a"
"824",6.225,"Hombre","Tarjeta de Crédito","Casado/a"
"825",20.5875,"Hombre","Tarjeta de Crédito","Casado/a"
"826",17.84,"Empresa","Tarjeta Débito",""
"827",5.5,"Empresa","Tarjeta de Crédito",""
"828",5.5625,"Empresa","Tarjeta Débito",""
"829",66.52,"Empresa","Efectivo",""
"830",5.5625,"Hombre","Tarjeta de Crédito","Soltero/a"
"831",6.225,"Hombre","Tarjeta Débito","Soltero/a"
"832",20.5725,"Hombre","Efectivo","Soltero/a"
"833",28.35,"Hombre","Tarjeta de Crédito","Soltero/a"
"834",17.28,"Hombre","Tarjeta de Crédito","Casado/a"
"835",5.725,"Mujer","Efectivo","Soltero/a"
"836",101,"Empresa","Tarjeta Débito",""
"837",11.725,"Empresa","Tarjeta de Crédito",""
"838",6.2,"Hombre","Tarjeta de Crédito","Soltero/a"
"839",82.55,"Mujer","Tarjeta de Crédito","Casado/a"
"840",16.125,"Hombre","Tarjeta de Crédito","Casado/a"
"841",32.8125,"Hombre","Efectivo","Casado/a"
"842",29.45,"Hombre","Tarjeta de Crédito","Casado/a"
"843",15.61,"Hombre","Efectivo","Divorciado/a"
"844",9.5875,"Hombre","Tarjeta Débito","Soltero/a"
"845",15.02,"Hombre","Tarjeta de Crédito","Soltero/a"
"846",14.31,"Hombre","Efectivo","Casado/a"
"847",11.12,"Hombre","Tarjeta de Crédito","Casado/a"
"848",40.9,"Hombre","Tarjeta Débito","Casado/a"
"849",30.18,"Hombre","Tarjeta de Crédito","Casado/a"
"850",21.245,"Hombre","Efectivo","Soltero/a"
"851",12.9,"Hombre","Efectivo","Soltero/a"
"852",11.3125,"Mujer","Tarjeta Débito","Soltero/a"
"853",2.475,"Mujer","Tarjeta Débito","Soltero/a"
"854",12.4,"Mujer","Tarjeta Débito","Soltero/a"
"855",35.44,"Mujer","Efectivo","Soltero/a"
"856",23.65,"Mujer","Tarjeta de Crédito","Soltero/a"
"857",70.28,"Mujer","Efectivo","Soltero/a"
"858",26.9175,"Mujer","Tarjeta de Crédito","Soltero/a"
"859",10.3,"Mujer","Tarjeta Débito","Soltero/a"
"860",45.48,"Hombre","Tarjeta de Crédito","Soltero/a"
"861",54,"Hombre","Tarjeta Débito","Soltero/a"
"862",45,"Hombre","Tarjeta de Crédito","Soltero/a"
"863",9.35,"Hombre","Efectivo","Soltero/a"
"864",28.35,"Hombre","Tarjeta Débito","Divorciado/a"
"865",5.725,"Hombre","Tarjeta de Crédito","Divorciado/a"
"866",12.9,"Hombre","Tarjeta de Crédito","Soltero/a"
"867",6.225,"Empresa","Efectivo",""
"868",79.95,"Empresa","Tarjeta de Crédito",""
"869",11.6,"Empresa","Efectivo",""
"870",64.84,"Empresa","Efectivo",""
"871",16.95,"Empresa","Tarjeta Débito",""
"872",21.7825,"Hombre","Tarjeta de Crédito","Casado/a"
"873",19.95,"Hombre","Tarjeta de Crédito","Casado/a"
"874",29.95,"Hombre","Tarjeta Débito","Casado/a"
"875",16.24,"Hombre","Tarjeta de Crédito","Casado/a"
"876",5.5625,"Hombre","Efectivo","Casado/a"
"877",57.18,"Hombre","Efectivo","Casado/a"
"878",16.5125,"Empresa","Tarjeta Débito",""
"879",7.9,"Empresa","Tarjeta de Crédito",""
"880",3.5,"Empresa","Tarjeta de Crédito",""
"881",29.95,"Mujer","Tarjeta Débito","Soltero/a"
"882",14.6025,"Mujer","Tarjeta de Crédito","Soltero/a"
"883",24.02,"Mujer","Efectivo","Casado/a"
"884",55.39,"Mujer","Tarjeta de Crédito","Casado/a"
"885",5.5625,"Hombre","Efectivo","Casado/a"
"886",7.62,"Hombre","Efectivo","Casado/a"
"887",5.79,"Empresa","Efectivo",""
"888",4.95,"Empresa","Tarjeta de Crédito",""
"889",36.67,"Empresa","Tarjeta Débito",""
"890",11.12,"Empresa","Tarjeta Débito",""
"891",27.77,"Hombre","Efectivo","Soltero/a"
"892",73.775,"Hombre","Efectivo","Soltero/a"
"893",22.495,"Hombre","Tarjeta Débito","Soltero/a"
"894",6.75,"Hombre","Efectivo","Casado/a"
"895",15.02,"Mujer","Tarjeta de Crédito","Soltero/a"
"896",8.725,"Mujer","Tarjeta de Crédito","Casado/a"
"897",5.725,"Mujer","Tarjeta de Crédito","Casado/a"
"898",29.2975,"Mujer","Tarjeta Débito","Casado/a"
"899",5.5,"Mujer","Efectivo","Casado/a"
"900",4.975,"Hombre","Efectivo","Casado/a"
"901",18.07,"Hombre","Efectivo","Soltero/a"
"902",9.225,"Hombre","Tarjeta Débito","Soltero/a"
"903",9.04,"Hombre","Tarjeta Débito","Soltero/a"
"904",6.2,"Mujer","Tarjeta Débito","Soltero/a"
"905",54.63,"Hombre","Efectivo","Soltero/a"
"906",7.6,"Hombre","Efectivo","Soltero/a"
"907",54.615,"Hombre","Tarjeta Débito","Casado/a"
"908",20.575,"Hombre","Tarjeta de Crédito","Casado/a"
"909",6.75,"Hombre","Efectivo","Soltero/a"
"910",21.03,"Hombre","Tarjeta de Crédito","Soltero/a"
"911",9.0625,"Empresa","Efectivo",""
"912",81.94,"Hombre","Tarjeta Débito","Casado/a"
"913",28.475,"Hombre","Tarjeta de Crédito","Casado/a"
"914",15.02,"Hombre","Efectivo","Casado/a"
"915",10.6125,"Hombre","Tarjeta de Crédito","Casado/a"
"916",39.5375,"Hombre","Tarjeta de Crédito","Casado/a"
"917",9.95,"Hombre","Tarjeta de Crédito","Casado/a"
"918",58.255,"Empresa","Efectivo",""
"919",33.99,"Empresa","Efectivo",""
"920",49.95,"Hombre","Tarjeta Débito","Soltero/a"
"921",12.8375,"Hombre","Tarjeta de Crédito","Soltero/a"
"922",18,"Hombre","Tarjeta Débito","Casado/a"
"923",27.23,"Hombre","Tarjeta de Crédito","Casado/a"
"924",18,"Hombre","Tarjeta de Crédito","Casado/a"
"925",9.26,"Hombre","Efectivo","Casado/a"
"926",45.6025,"Hombre","Efectivo","Casado/a"
"927",56.125,"Hombre","Tarjeta de Crédito","Casado/a"
"928",11.25,"Empresa","Efectivo",""
"929",78.4125,"Empresa","Tarjeta de Crédito",""
"930",18.765,"Empresa","Tarjeta Débito",""
